USF Bull Runner_1,USF Bull Runner_432,28.067751,-82.407601,USF Bull Runner_446,28.065764,-82.40739,,,,,,
264,TRUE,TRUE,2313232855840,1469746794000,28.066669,-82.407939,-1,9.5,8.7,4,10,gps
265,TRUE,TRUE,2314214607038,1469746795000,28.066757,-82.40792,-1,9.75,9.3,4,10,gps
266,TRUE,TRUE,2315224797923,1469746796000,28.066847,-82.407911,-1,9.25,5.6,3,10,gps
267,TRUE,TRUE,2315224797923,1469746796000,28.066847,-82.407911,-1,9.25,5.6,3,10,gps
268,TRUE,TRUE,2316179578757,1469746797000,28.066933,-82.407897,1,9.75,6.7,4,10,gps
269,TRUE,TRUE,2317194310370,1469746798000,28.067011,-82.407894,2,9.5,5.7,4,10,gps
270,TRUE,TRUE,2317194310370,1469746798000,28.067011,-82.407894,2,9.5,5.7,4,10,gps
271,TRUE,TRUE,2318183673442,1469746799000,28.067083,-82.407877,3,9.25,7.3,6,10,gps
272,TRUE,TRUE,2319184347245,1469746800000,28.067162,-82.407863,2,9.25,8.5,5,10,gps
273,TRUE,TRUE,2319184347245,1469746800000,28.067162,-82.407863,2,9.25,8.5,5,10,gps
274,TRUE,TRUE,2319749000000,1469746800573,28.067288,-82.407994,0,0,0,42,0,network
275,TRUE,TRUE,2320175735057,1469746801000,28.067245,-82.407853,2,9.5,8,5,10,gps
276,TRUE,TRUE,2321181226827,1469746802000,28.06734,-82.407832,2,9.25,7,4,10,gps
277,TRUE,TRUE,2321181226827,1469746802000,28.06734,-82.407832,2,9.25,7,4,10,gps
278,TRUE,TRUE,2322214601983,1469746803000,28.067412,-82.407818,1,8.75,4.5,4,10,gps
279,TRUE,TRUE,2322214601983,1469746803000,28.067412,-82.407818,1,8.75,4.5,4,10,gps
280,TRUE,TRUE,2323223725993,1469746804000,28.067481,-82.407808,1,7.5,7.9,4,10,gps
281,TRUE,TRUE,2323223725993,1469746804000,28.067481,-82.407808,1,7.5,7.9,4,10,gps
282,TRUE,TRUE,2324213123023,1469746805000,28.067537,-82.407791,2,6.25,16.799999,4,10,gps
283,TRUE,TRUE,2325219388700,1469746806000,28.06759,-82.407752,0,6,30.700001,4,10,gps
284,TRUE,TRUE,2325219388700,1469746806000,28.06759,-82.407752,0,6,30.700001,4,10,gps
285,TRUE,TRUE,2326245545626,1469746807000,28.067596,-82.407702,1,4.75,66.800003,4,10,gps
286,TRUE,TRUE,2326245545626,1469746807000,28.067596,-82.407702,1,4.75,66.800003,4,10,gps
