USF Bull Runner_5,USF Bull Runner_418,28.065787,-82.412041,USF Bull Runner_426,28.065759,-82.409847,,,,,,
266,FALSE,FALSE,4880393649945,1468939742000,28.057085,-82.4087,0,4.25,79.699997,5,10,gps
267,FALSE,FALSE,4881392900831,1468939743000,28.057109,-82.408659,-1,4.25,65.099998,5,10,gps
268,FALSE,FALSE,4882392242653,1468939744000,28.057147,-82.408627,-1,4.5,47.5,5,10,gps
269,FALSE,FALSE,4882392242653,1468939744000,28.057147,-82.408627,-1,4.5,47.5,5,10,gps
270,FALSE,FALSE,4883400071038,1468939745000,28.057195,-82.408605,0,4.75,31,4,10,gps
271,FALSE,FALSE,4883400071038,1468939745000,28.057195,-82.408605,0,4.75,31,4,10,gps
272,FALSE,FALSE,4884394344058,1468939746000,28.057313,-82.408605,1,6.25,4.3,4,10,gps
273,FALSE,FALSE,4885399691454,1468939747000,28.057364,-82.408621,1,6.5,1.6,4,10,gps
274,FALSE,FALSE,4885399691454,1468939747000,28.057364,-82.408621,1,6.5,1.6,4,10,gps
275,FALSE,FALSE,4886400228954,1468939748000,28.05743,-82.408626,1,6.75,359.899994,5,10,gps
276,FALSE,FALSE,4886400228954,1468939748000,28.05743,-82.408626,1,6.75,359.899994,5,10,gps
277,FALSE,FALSE,4886400228954,1468939748000,28.05743,-82.408626,1,6.75,359.899994,5,10,gps
278,FALSE,FALSE,4886400228954,1468939748000,28.05743,-82.408626,1,6.75,359.899994,5,10,gps
279,FALSE,FALSE,4887397410254,1468939749000,28.057486,-82.408626,0,6.75,0.5,6,10,gps
280,FALSE,FALSE,4888397447963,1468939750000,28.057553,-82.408625,-1,7,0,7,10,gps
281,FALSE,FALSE,4888397447963,1468939750000,28.057553,-82.408625,-1,7,0,7,10,gps
282,FALSE,FALSE,4889397526034,1468939751000,28.057615,-82.408639,0,7.25,358.5,6,10,gps
283,FALSE,FALSE,4889397526034,1468939751000,28.057615,-82.408639,0,7.25,358.5,6,10,gps
284,FALSE,FALSE,4890402867077,1468939752000,28.057684,-82.408657,-1,7,358.899994,6,10,gps
285,FALSE,FALSE,4890402867077,1468939752000,28.057684,-82.408657,-1,7,358.899994,6,10,gps
286,FALSE,FALSE,4891393092754,1468939753000,28.057741,-82.408672,-1,6.75,0.9,6,10,gps
287,FALSE,FALSE,4892392067753,1468939754000,28.05781,-82.408667,-1,7,357.100006,6,10,gps
288,FALSE,FALSE,4892392067753,1468939754000,28.05781,-82.408667,-1,7,357.100006,6,10,gps
289,FALSE,FALSE,4893398279524,1468939755000,28.05788,-82.408667,-2,6.75,357.100006,5,10,gps
290,FALSE,FALSE,4893398279524,1468939755000,28.05788,-82.408667,-2,6.75,357.100006,5,10,gps
291,FALSE,FALSE,4894392804471,1468939756000,28.057937,-82.408656,0,7,3.4,5,10,gps
292,FALSE,FALSE,4895386331502,1468939757000,28.057996,-82.408657,0,6.75,359.399994,5,10,gps
293,FALSE,FALSE,4895386331502,1468939757000,28.057996,-82.408657,0,6.75,359.399994,5,10,gps
294,FALSE,FALSE,4896393540564,1468939758000,28.058062,-82.408647,-1,7,1.6,5,10,gps
295,FALSE,FALSE,4896393540564,1468939758000,28.058062,-82.408647,-1,7,1.6,5,10,gps
296,FALSE,FALSE,4897402514938,1468939759000,28.058126,-82.408639,-1,7,3.8,5,10,gps
297,FALSE,FALSE,4897402514938,1468939759000,28.058126,-82.408639,-1,7,3.8,5,10,gps
298,FALSE,FALSE,4898393422178,1468939760000,28.058193,-82.408637,-2,6.75,1.1,5,10,gps
299,FALSE,FALSE,4899392831657,1468939761000,28.05824,-82.408661,-3,6.25,356.600006,5,10,gps
300,FALSE,FALSE,4899392831657,1468939761000,28.05824,-82.408661,-3,6.25,356.600006,5,10,gps
301,FALSE,FALSE,4900397037020,1468939762000,28.058292,-82.408657,-4,5.75,358.100006,5,10,gps
302,FALSE,FALSE,4900397037020,1468939762000,28.058292,-82.408657,-4,5.75,358.100006,5,10,gps
303,FALSE,FALSE,4901390979521,1468939763000,28.058344,-82.408663,-4,5.75,358,6,10,gps
304,FALSE,FALSE,4902394742281,1468939764000,28.058394,-82.408673,-5,5.25,356.299988,5,10,gps
305,FALSE,FALSE,4902394742281,1468939764000,28.058394,-82.408673,-5,5.25,356.299988,5,10,gps
306,FALSE,FALSE,4903392436186,1468939765000,28.058438,-82.408666,-5,5,6.6,5,10,gps
307,FALSE,FALSE,4904405964675,1468939766000,28.058473,-82.408675,-6,4,359.200012,5,10,gps
308,FALSE,FALSE,4904405964675,1468939766000,28.058473,-82.408675,-6,4,359.200012,5,10,gps
309,FALSE,FALSE,4905396473998,1468939767000,28.058505,-82.408673,-7,3.5,359.600006,4,10,gps
310,FALSE,FALSE,4906392233269,1468939768000,28.058536,-82.408683,-7,3.25,359.399994,5,10,gps
311,FALSE,FALSE,4906392233269,1468939768000,28.058536,-82.408683,-7,3.25,359.399994,5,10,gps
312,FALSE,FALSE,4906392233269,1468939768000,28.058536,-82.408683,-7,3.25,359.399994,5,10,gps
313,FALSE,FALSE,4907396650039,1468939769000,28.058575,-82.408676,-8,3.5,1.4,5,10,gps
314,FALSE,FALSE,4907396650039,1468939769000,28.058575,-82.408676,-8,3.5,1.4,5,10,gps
315,FALSE,FALSE,4908396696236,1468939770000,28.058618,-82.408665,-7,4.25,1.4,5,10,gps
316,FALSE,FALSE,4908396696236,1468939770000,28.058618,-82.408665,-7,4.25,1.4,5,10,gps
317,FALSE,FALSE,4909404351288,1468939771000,28.058651,-82.408666,-8,4.25,359.100006,6,10,gps
318,FALSE,FALSE,4909404351288,1468939771000,28.058651,-82.408666,-8,4.25,359.100006,6,10,gps
319,FALSE,FALSE,4910401337486,1468939772000,28.058694,-82.408666,-7,4.5,358.399994,8,10,gps
320,FALSE,FALSE,4911396442641,1468939773000,28.05878,-82.408699,-7,6.25,349.899994,11,10,gps
321,FALSE,FALSE,4911396442641,1468939773000,28.05878,-82.408699,-7,6.25,349.899994,11,10,gps
322,FALSE,FALSE,4912401038110,1468939774000,28.058839,-82.408685,-6,6.25,356.399994,14,10,gps
323,FALSE,FALSE,4912401038110,1468939774000,28.058839,-82.408685,-6,6.25,356.399994,14,10,gps
324,FALSE,FALSE,4913399400141,1468939775000,28.058918,-82.408708,-6,7.5,359.600006,10,10,gps
325,FALSE,FALSE,4914397879203,1468939776000,28.059003,-82.408692,-8,7.5,1.5,8,10,gps
326,FALSE,FALSE,4914397879203,1468939776000,28.059003,-82.408692,-8,7.5,1.5,8,10,gps
327,FALSE,FALSE,4915392843265,1468939777000,28.059075,-82.408711,-9,7.5,357.399994,7,10,gps
328,FALSE,FALSE,4916395357639,1468939778000,28.059126,-82.408708,-8,7.75,357.600006,7,10,gps
329,FALSE,FALSE,4916395357639,1468939778000,28.059126,-82.408708,-8,7.75,357.600006,7,10,gps
330,FALSE,FALSE,4917390114254,1468939779000,28.059209,-82.408719,-9,8,357.100006,8,10,gps
331,FALSE,FALSE,4918391702482,1468939780000,28.059284,-82.408703,-9,8,0.6,9,10,gps
332,FALSE,FALSE,4918391702482,1468939780000,28.059284,-82.408703,-9,8,0.6,9,10,gps
333,FALSE,FALSE,4919396180972,1468939781000,28.059335,-82.408726,-7,7.5,355.899994,10,10,gps
334,FALSE,FALSE,4919396180972,1468939781000,28.059335,-82.408726,-7,7.5,355.899994,10,10,gps
335,FALSE,FALSE,4920390534774,1468939782000,28.059403,-82.408745,-7,7.5,353.299988,11,10,gps
336,FALSE,FALSE,4921390641336,1468939783000,28.059472,-82.408763,-7,7.75,355.600006,8,10,gps
337,FALSE,FALSE,4921390641336,1468939783000,28.059472,-82.408763,-7,7.75,355.600006,8,10,gps
338,FALSE,FALSE,4922400564825,1468939784000,28.059522,-82.40875,-7,7.25,358.100006,7,10,gps
339,FALSE,FALSE,4922400564825,1468939784000,28.059522,-82.40875,-7,7.25,358.100006,7,10,gps
340,FALSE,FALSE,4923395131804,1468939785000,28.05959,-82.408742,-8,7.25,358.399994,6,10,gps
341,FALSE,FALSE,4924393506699,1468939786000,28.059675,-82.408708,-8,7,0.1,6,10,gps
342,FALSE,FALSE,4924393506699,1468939786000,28.059675,-82.408708,-8,7,0.1,6,10,gps
343,FALSE,FALSE,4925392752168,1468939787000,28.059746,-82.408683,-10,7,2.6,7,10,gps
344,FALSE,FALSE,4926393008417,1468939788000,28.059802,-82.408687,-10,6.75,2.2,8,10,gps
345,FALSE,FALSE,4926393008417,1468939788000,28.059802,-82.408687,-10,6.75,2.2,8,10,gps
346,FALSE,FALSE,4926393008417,1468939788000,28.059802,-82.408687,-10,6.75,2.2,8,10,gps
347,FALSE,FALSE,4927393869823,1468939789000,28.059867,-82.40868,-9,6,357,7,10,gps
348,FALSE,FALSE,4927393869823,1468939789000,28.059867,-82.40868,-9,6,357,7,10,gps
349,FALSE,FALSE,4928387894251,1468939790000,28.059934,-82.408637,-9,5.75,0.5,5,10,gps
350,FALSE,FALSE,4929397244718,1468939791000,28.059989,-82.40865,-8,5.5,0.1,4,10,gps
351,FALSE,FALSE,4929397244718,1468939791000,28.059989,-82.40865,-8,5.5,0.1,4,10,gps
352,FALSE,FALSE,4930391065708,1468939792000,28.060041,-82.408648,-9,5.25,0,4,10,gps
353,FALSE,FALSE,4931394916488,1468939793000,28.060089,-82.408644,-4,4.75,359.5,4,10,gps
354,FALSE,FALSE,4931394916488,1468939793000,28.060089,-82.408644,-4,4.75,359.5,4,10,gps
355,FALSE,FALSE,4932395085133,1468939794000,28.060138,-82.408654,-3,4.25,358.799988,3,10,gps
356,FALSE,FALSE,4932395085133,1468939794000,28.060138,-82.408654,-3,4.25,358.799988,3,10,gps
357,FALSE,FALSE,4933395712685,1468939795000,28.060182,-82.408647,-3,3.75,359.200012,4,10,gps
358,FALSE,FALSE,4933395712685,1468939795000,28.060182,-82.408647,-3,3.75,359.200012,4,10,gps
359,FALSE,FALSE,4934393468570,1468939796000,28.060212,-82.408635,-2,3.75,359.299988,4,10,gps
360,FALSE,FALSE,4935397522372,1468939797000,28.06025,-82.408636,-3,4.25,358.799988,3,10,gps
361,FALSE,FALSE,4935397522372,1468939797000,28.06025,-82.408636,-3,4.25,358.799988,3,10,gps
362,FALSE,FALSE,4936395434143,1468939798000,28.060304,-82.408639,-4,5.25,358.700012,3,10,gps
363,FALSE,FALSE,4937395891798,1468939799000,28.06036,-82.408644,-4,6,358.600006,3,10,gps
364,FALSE,FALSE,4937395891798,1468939799000,28.06036,-82.408644,-4,6,358.600006,3,10,gps
365,FALSE,FALSE,4938394781590,1468939800000,28.060417,-82.408647,-5,6.5,358.200012,4,10,gps
366,FALSE,FALSE,4939402035756,1468939801000,28.060469,-82.408658,-5,6.25,355.799988,5,10,gps
367,FALSE,FALSE,4939402035756,1468939801000,28.060469,-82.408658,-5,6.25,355.799988,5,10,gps
368,FALSE,FALSE,4940393792266,1468939802000,28.060526,-82.40865,-5,6.5,0.9,4,10,gps
369,FALSE,FALSE,4941397019401,1468939803000,28.060585,-82.40864,-4,6.5,5.3,3,10,gps
370,FALSE,FALSE,4941397019401,1468939803000,28.060585,-82.40864,-4,6.5,5.3,3,10,gps
371,FALSE,FALSE,4942396221275,1468939804000,28.060649,-82.408644,-4,6.5,4.2,3,10,gps
372,FALSE,FALSE,4943398740442,1468939805000,28.060703,-82.408635,-5,6.25,2.5,3,10,gps
373,FALSE,FALSE,4943398740442,1468939805000,28.060703,-82.408635,-5,6.25,2.5,3,10,gps
374,FALSE,FALSE,4944393087003,1468939806000,28.06076,-82.408631,-6,5.75,1.6,3,10,gps
375,FALSE,FALSE,4945399574348,1468939807000,28.060801,-82.408632,-7,4.75,0.8,3,10,gps
376,FALSE,FALSE,4945399574348,1468939807000,28.060801,-82.408632,-7,4.75,0.8,3,10,gps
377,FALSE,FALSE,4946408882733,1468939808000,28.060827,-82.408627,-8,3.25,0,3,10,gps
378,FALSE,FALSE,4946408882733,1468939808000,28.060827,-82.408627,-8,3.25,0,3,10,gps
379,FALSE,FALSE,4946408882733,1468939808000,28.060827,-82.408627,-8,3.25,0,3,10,gps
380,FALSE,FALSE,4946408882733,1468939808000,28.060827,-82.408627,-8,3.25,0,3,10,gps
381,FALSE,FALSE,4947392067315,1468939809000,28.060849,-82.408627,-9,3,359.600006,3,10,gps
382,FALSE,FALSE,4948392011742,1468939810000,28.060878,-82.408634,-9,3.25,0.4,3,10,gps
383,FALSE,FALSE,4948392011742,1468939810000,28.060878,-82.408634,-9,3.25,0.4,3,10,gps
384,FALSE,FALSE,4949395940596,1468939811000,28.060921,-82.408632,-9,4.25,2.1,4,10,gps
385,FALSE,FALSE,4949395940596,1468939811000,28.060921,-82.408632,-9,4.25,2.1,4,10,gps
386,FALSE,FALSE,4950393244137,1468939812000,28.060967,-82.408634,-9,4.75,0.5,4,10,gps
387,FALSE,FALSE,4951390378096,1468939813000,28.061014,-82.408634,-9,5.25,0.4,4,10,gps
388,FALSE,FALSE,4951390378096,1468939813000,28.061014,-82.408634,-9,5.25,0.4,4,10,gps
389,FALSE,FALSE,4952393540021,1468939814000,28.061061,-82.408634,-9,5.25,359.100006,4,10,gps
390,FALSE,FALSE,4952393540021,1468939814000,28.061061,-82.408634,-9,5.25,359.100006,4,10,gps
391,FALSE,FALSE,4953392714553,1468939815000,28.061109,-82.408636,-8,4.75,0.2,4,10,gps
392,FALSE,FALSE,4954392277053,1468939816000,28.061142,-82.408631,-8,4,357.100006,4,10,gps
393,FALSE,FALSE,4954392277053,1468939816000,28.061142,-82.408631,-8,4,357.100006,4,10,gps
394,FALSE,FALSE,4955392238771,1468939817000,28.061155,-82.408625,-9,2.25,4.8,4,10,gps
395,FALSE,FALSE,4955392238771,1468939817000,28.061155,-82.408625,-9,2.25,4.8,4,10,gps
396,FALSE,FALSE,4956394444239,1468939818000,28.061165,-82.40863,-10,1,359,4,10,gps
397,FALSE,FALSE,4956394444239,1468939818000,28.061165,-82.40863,-10,1,359,4,10,gps
398,FALSE,FALSE,4957392645385,1468939819000,28.061166,-82.40863,-10,0.25,359,4,10,gps
399,FALSE,FALSE,4958391903197,1468939820000,28.061157,-82.408625,-10,0,0,4,10,gps
400,FALSE,FALSE,4958391903197,1468939820000,28.061157,-82.408625,-10,0,0,4,10,gps
401,FALSE,FALSE,4959392001738,1468939821000,28.061159,-82.40862,-10,0,0,4,10,gps
402,FALSE,FALSE,4959392001738,1468939821000,28.061159,-82.40862,-10,0,0,4,10,gps
403,FALSE,FALSE,4960398159133,1468939822000,28.061158,-82.408616,-10,0,0,4,10,gps
404,FALSE,FALSE,4960398159133,1468939822000,28.061158,-82.408616,-10,0,0,4,10,gps
405,FALSE,FALSE,4961409530592,1468939823000,28.061155,-82.408611,-10,0.25,359,4,10,gps
406,FALSE,FALSE,4961409530592,1468939823000,28.061155,-82.408611,-10,0.25,359,4,10,gps
407,FALSE,FALSE,4962401467727,1468939824000,28.061151,-82.408607,-10,0,0,4,10,gps
408,FALSE,FALSE,4963402121893,1468939825000,28.061148,-82.408603,-9,0,0,4,10,gps
409,FALSE,FALSE,4963402121893,1468939825000,28.061148,-82.408603,-9,0,0,4,10,gps
410,FALSE,FALSE,4964391230747,1468939826000,28.061149,-82.408599,-9,0,0,4,10,gps
411,FALSE,FALSE,4965391103036,1468939827000,28.06115,-82.408595,-9,0,0,4,9,gps
412,FALSE,FALSE,4965391103036,1468939827000,28.06115,-82.408595,-9,0,0,4,9,gps
413,FALSE,FALSE,4966412654496,1468939828000,28.061149,-82.408594,-9,0,0,4,9,gps
414,FALSE,FALSE,4966412654496,1468939828000,28.061149,-82.408594,-9,0,0,4,9,gps
415,FALSE,FALSE,4966412654496,1468939828000,28.061149,-82.408594,-9,0,0,4,9,gps
416,FALSE,FALSE,4967395478297,1468939829000,28.061148,-82.408592,-9,0,0,4,9,gps
417,FALSE,FALSE,4968399951005,1468939830000,28.061149,-82.408595,-9,0,0,4,9,gps
418,FALSE,FALSE,4968399951005,1468939830000,28.061149,-82.408595,-9,0,0,4,9,gps
419,FALSE,FALSE,4969399220693,1468939831000,28.061149,-82.408596,-9,0,0,5,9,gps
420,FALSE,FALSE,4969399220693,1468939831000,28.061149,-82.408596,-9,0,0,5,9,gps
421,FALSE,FALSE,4970409843349,1468939832000,28.06115,-82.408596,-9,0,0,4,9,gps
422,FALSE,FALSE,4970409843349,1468939832000,28.06115,-82.408596,-9,0,0,4,9,gps
423,FALSE,FALSE,4971412092515,1468939833000,28.061152,-82.408597,-8,0,0,4,9,gps
424,FALSE,FALSE,4971412092515,1468939833000,28.061152,-82.408597,-8,0,0,4,9,gps
425,FALSE,FALSE,4972400488035,1468939834000,28.061167,-82.408598,-8,2.75,358.5,5,9,gps
426,FALSE,FALSE,4973407637253,1468939835000,28.061195,-82.408599,-7,3,358,4,10,gps
427,FALSE,FALSE,4973407637253,1468939835000,28.061195,-82.408599,-7,3,358,4,10,gps
428,FALSE,FALSE,4974396653086,1468939836000,28.061223,-82.408598,-6,3.25,0.4,4,10,gps
429,FALSE,FALSE,4975392984909,1468939837000,28.061255,-82.408599,-5,3.25,359.299988,4,10,gps
430,FALSE,FALSE,4975392984909,1468939837000,28.061255,-82.408599,-5,3.25,359.299988,4,10,gps
431,FALSE,FALSE,4976402973710,1468939838000,28.061296,-82.408599,-3,4,359.700012,4,10,gps
432,FALSE,FALSE,4976402973710,1468939838000,28.061296,-82.408599,-3,4,359.700012,4,10,gps
433,FALSE,FALSE,4977405518866,1468939839000,28.061335,-82.408598,-3,4.25,359.700012,4,10,gps
434,FALSE,FALSE,4977405518866,1468939839000,28.061335,-82.408598,-3,4.25,359.700012,4,10,gps
435,FALSE,FALSE,4978414123814,1468939840000,28.061375,-82.408596,-3,4.25,0.6,5,10,gps
436,FALSE,FALSE,4978414123814,1468939840000,28.061375,-82.408596,-3,4.25,0.6,5,10,gps
437,FALSE,FALSE,4979391806262,1468939841000,28.061415,-82.408592,-1,4.25,2.7,5,10,gps
438,FALSE,FALSE,4980408086783,1468939842000,28.061456,-82.408588,-1,4.25,3.8,5,10,gps
439,FALSE,FALSE,4980408086783,1468939842000,28.061456,-82.408588,-1,4.25,3.8,5,10,gps
440,FALSE,FALSE,4981410029698,1468939843000,28.061496,-82.408584,1,4.25,5.3,5,10,gps
441,FALSE,FALSE,4981410029698,1468939843000,28.061496,-82.408584,1,4.25,5.3,5,10,gps
442,FALSE,FALSE,4982393008448,1468939844000,28.06154,-82.408582,2,4.5,3.5,5,10,gps
443,FALSE,FALSE,4983411731000,1468939845000,28.061586,-82.408582,3,4.5,2.2,4,10,gps
444,FALSE,FALSE,4983411731000,1468939845000,28.061586,-82.408582,3,4.5,2.2,4,10,gps
445,FALSE,FALSE,4984398832197,1468939846000,28.061659,-82.408587,2,5.25,358.5,4,10,gps
446,FALSE,FALSE,4985398384854,1468939847000,28.061711,-82.408588,2,5.5,359.5,6,10,gps
447,FALSE,FALSE,4985398384854,1468939847000,28.061711,-82.408588,2,5.5,359.5,6,10,gps
448,FALSE,FALSE,4986392938810,1468939848000,28.06178,-82.408599,3,6.25,355.700012,8,10,gps
449,FALSE,FALSE,4986392938810,1468939848000,28.06178,-82.408599,3,6.25,355.700012,8,10,gps
450,FALSE,FALSE,4987395350633,1468939849000,28.061839,-82.408582,3,5.75,3.1,6,10,gps
451,FALSE,FALSE,4987395350633,1468939849000,28.061839,-82.408582,3,5.75,3.1,6,10,gps
452,FALSE,FALSE,4988410000269,1468939850000,28.061893,-82.408568,5,6,5.1,6,10,gps
453,FALSE,FALSE,4988410000269,1468939850000,28.061893,-82.408568,5,6,5.1,6,10,gps
454,FALSE,FALSE,4989405912195,1468939851000,28.061955,-82.408574,6,6.25,7.9,5,10,gps
455,FALSE,FALSE,4990393197768,1468939852000,28.062012,-82.408581,5,6.25,9.3,5,10,gps
456,FALSE,FALSE,4990393197768,1468939852000,28.062012,-82.408581,5,6.25,9.3,5,10,gps
457,FALSE,FALSE,4991395454174,1468939853000,28.062065,-82.408565,4,6,11.3,6,10,gps
458,FALSE,FALSE,4991395454174,1468939853000,28.062065,-82.408565,4,6,11.3,6,10,gps
459,FALSE,FALSE,4992403890215,1468939854000,28.062118,-82.408553,2,6,13.6,5,10,gps
460,FALSE,FALSE,4992403890215,1468939854000,28.062118,-82.408553,2,6,13.6,5,10,gps
461,FALSE,FALSE,4993385420579,1468939855000,28.062176,-82.408535,2,6,15.6,5,10,gps
462,FALSE,FALSE,4994389544693,1468939856000,28.062224,-82.408502,2,6,20.200001,5,10,gps
463,FALSE,FALSE,4994389544693,1468939856000,28.062224,-82.408502,2,6,20.200001,5,10,gps
464,FALSE,FALSE,4995410728078,1468939857000,28.062283,-82.408479,1,6.25,19.700001,6,10,gps
465,FALSE,FALSE,4995410728078,1468939857000,28.062283,-82.408479,1,6.25,19.700001,6,10,gps
466,FALSE,FALSE,4996409612558,1468939858000,28.062333,-82.408461,2,5.75,23.799999,5,10,gps
467,FALSE,FALSE,4997394148911,1468939859000,28.062383,-82.408458,1,5.5,26.1,4,10,gps
468,FALSE,FALSE,4997394148911,1468939859000,28.062383,-82.408458,1,5.5,26.1,4,10,gps
469,FALSE,FALSE,4998400820421,1468939860000,28.062424,-82.408457,-1,4.75,28.4,4,10,gps
470,FALSE,FALSE,4998400820421,1468939860000,28.062424,-82.408457,-1,4.75,28.4,4,10,gps
471,FALSE,FALSE,4999399371359,1468939861000,28.062457,-82.408435,-2,4.5,31.799999,3,10,gps
472,FALSE,FALSE,5000407608857,1468939862000,28.062496,-82.408427,-4,4,31.9,3,10,gps
473,FALSE,FALSE,5000407608857,1468939862000,28.062496,-82.408427,-4,4,31.9,3,10,gps
474,FALSE,FALSE,5001410611983,1468939863000,28.062522,-82.408394,-3,3.75,33.5,3,10,gps
475,FALSE,FALSE,5001410611983,1468939863000,28.062522,-82.408394,-3,3.75,33.5,3,10,gps
476,FALSE,FALSE,5002391314065,1468939864000,28.06255,-82.40837,-3,3.75,33,4,10,gps
477,FALSE,FALSE,5003411848075,1468939865000,28.062583,-82.408329,-3,4.75,35.299999,3,10,gps
478,FALSE,FALSE,5003411848075,1468939865000,28.062583,-82.408329,-3,4.75,35.299999,3,10,gps
479,FALSE,FALSE,5004401755471,1468939866000,28.062626,-82.408291,-4,5.5,34.599998,3,10,gps
480,FALSE,FALSE,5005413013126,1468939867000,28.062674,-82.408255,-4,6,33.799999,3,10,gps
481,FALSE,FALSE,5005413013126,1468939867000,28.062674,-82.408255,-4,6,33.799999,3,10,gps
482,FALSE,FALSE,5006402336512,1468939868000,28.062722,-82.408212,-5,6.5,32.400002,3,10,gps
483,FALSE,FALSE,5006402336512,1468939868000,28.062722,-82.408212,-5,6.5,32.400002,3,10,gps
484,FALSE,FALSE,5006402336512,1468939868000,28.062722,-82.408212,-5,6.5,32.400002,3,10,gps
485,FALSE,FALSE,5006402336512,1468939868000,28.062722,-82.408212,-5,6.5,32.400002,3,10,gps
486,FALSE,FALSE,5007398005001,1468939869000,28.062783,-82.408173,-6,7,29.5,3,10,gps
487,FALSE,FALSE,5008394285313,1468939870000,28.062849,-82.408144,-6,7.5,25.1,3,10,gps
488,FALSE,FALSE,5008394285313,1468939870000,28.062849,-82.408144,-6,7.5,25.1,3,10,gps
489,FALSE,FALSE,5009407359844,1468939871000,28.062917,-82.408114,-7,7.5,21.799999,3,10,gps
490,FALSE,FALSE,5009407359844,1468939871000,28.062917,-82.408114,-7,7.5,21.799999,3,10,gps
491,FALSE,FALSE,5010401980833,1468939872000,28.062976,-82.408087,-7,7.25,20.700001,3,10,gps
492,FALSE,FALSE,5011393616093,1468939873000,28.063039,-82.408065,-7,7,17.200001,3,10,gps
493,FALSE,FALSE,5011393616093,1468939873000,28.063039,-82.408065,-7,7,17.200001,3,10,gps
494,FALSE,FALSE,5012407659999,1468939874000,28.063101,-82.408045,-7,7,14.7,4,10,gps
495,FALSE,FALSE,5012407659999,1468939874000,28.063101,-82.408045,-7,7,14.7,4,10,gps
496,FALSE,FALSE,5013400535676,1468939875000,28.063166,-82.408039,-8,7.25,10.8,4,10,gps
497,FALSE,FALSE,5014431322551,1468939876000,28.063234,-82.40803,-8,7.25,9,4,10,gps
498,FALSE,FALSE,5014431322551,1468939876000,28.063234,-82.40803,-8,7.25,9,4,10,gps
499,FALSE,FALSE,5015399938123,1468939877000,28.063297,-82.408023,-8,7.25,7.7,5,10,gps
500,FALSE,FALSE,5016403208435,1468939878000,28.063363,-82.408016,-8,7.25,4.8,9,10,gps
501,FALSE,FALSE,5016403208435,1468939878000,28.063363,-82.408016,-8,7.25,4.8,9,10,gps
502,FALSE,FALSE,5017411641247,1468939879000,28.063429,-82.408006,-8,7.25,4.2,10,10,gps
503,FALSE,FALSE,5017411641247,1468939879000,28.063429,-82.408006,-8,7.25,4.2,10,10,gps
504,FALSE,FALSE,5018415467548,1468939880000,28.063498,-82.407996,-8,7.25,2.1,9,10,gps
505,FALSE,FALSE,5018415467548,1468939880000,28.063498,-82.407996,-8,7.25,2.1,9,10,gps
506,FALSE,FALSE,5019395510934,1468939881000,28.063567,-82.407994,-7,7.25,0.3,9,10,gps
507,FALSE,FALSE,5020409563746,1468939882000,28.063637,-82.407993,-7,7.25,0,9,10,gps
508,FALSE,FALSE,5020409563746,1468939882000,28.063637,-82.407993,-7,7.25,0,9,10,gps
509,FALSE,FALSE,5021395922235,1468939883000,28.063706,-82.408004,-9,7.25,0.1,9,10,gps
510,FALSE,FALSE,5022411655048,1468939884000,28.063775,-82.408005,-10,7.25,0.2,9,10,gps
511,FALSE,FALSE,5022411655048,1468939884000,28.063775,-82.408005,-10,7.25,0.2,9,10,gps
512,FALSE,FALSE,5023411645203,1468939885000,28.063834,-82.408004,-11,7.25,0.4,9,10,gps
513,FALSE,FALSE,5023411645203,1468939885000,28.063834,-82.408004,-11,7.25,0.4,9,10,gps
514,FALSE,FALSE,5024397260202,1468939886000,28.063899,-82.408003,-11,7,359.399994,9,10,gps
515,FALSE,FALSE,5025396582911,1468939887000,28.063964,-82.408005,-11,7.25,359.299988,9,10,gps
516,FALSE,FALSE,5025396582911,1468939887000,28.063964,-82.408005,-11,7.25,359.299988,9,10,gps
517,FALSE,FALSE,5026398307338,1468939888000,28.064027,-82.408001,-12,7.25,359.700012,9,10,gps
518,FALSE,FALSE,5026398307338,1468939888000,28.064027,-82.408001,-12,7.25,359.700012,9,10,gps
519,FALSE,FALSE,5026398307338,1468939888000,28.064027,-82.408001,-12,7.25,359.700012,9,10,gps
520,FALSE,FALSE,5026398307338,1468939888000,28.064027,-82.408001,-12,7.25,359.700012,9,10,gps
521,FALSE,FALSE,5027387175930,1468939889000,28.064092,-82.40801,-12,7.25,359.100006,9,10,gps
522,FALSE,FALSE,5028391477441,1468939890000,28.064156,-82.408012,-11,7.25,359.299988,9,10,gps
523,FALSE,FALSE,5028391477441,1468939890000,28.064156,-82.408012,-11,7.25,359.299988,9,10,gps
524,FALSE,FALSE,5029394020096,1468939891000,28.064216,-82.408014,-11,7.25,359.799988,9,10,gps
525,FALSE,FALSE,5029394020096,1468939891000,28.064216,-82.408014,-11,7.25,359.799988,9,10,gps
526,FALSE,FALSE,5030397089054,1468939892000,28.06428,-82.40801,-11,7.25,0.7,9,10,gps
527,FALSE,FALSE,5030397089054,1468939892000,28.06428,-82.40801,-11,7.25,0.7,9,10,gps
528,FALSE,FALSE,5031392676241,1468939893000,28.064344,-82.408004,-10,7.25,0,9,10,gps
529,FALSE,FALSE,5032394860408,1468939894000,28.06441,-82.408001,-10,7,359.799988,9,10,gps
530,FALSE,FALSE,5032394860408,1468939894000,28.06441,-82.408001,-10,7,359.799988,9,10,gps
531,FALSE,FALSE,5033408550304,1468939895000,28.064466,-82.407999,-9,7,359.899994,9,10,gps
