USF Bull Runner_11,USF Bull Runner_203,28.058073,-82.416129,USF Bull Runner_101,28.059175,-82.413421,,,,,,
270,FALSE,FALSE,6030387003048,1468940892000,28.067115,-82.407878,-12,8.25,8.6,3,6,gps
271,FALSE,FALSE,6031383086277,1468940893000,28.067188,-82.407865,-12,8.25,8.6,4,6,gps
272,FALSE,FALSE,6031383086277,1468940893000,28.067188,-82.407865,-12,8.25,8.6,4,6,gps
273,FALSE,FALSE,6032384863880,1468940894000,28.06726,-82.407863,-12,8,4,5,0,fused
274,FALSE,FALSE,6032384863880,1468940894000,28.06726,-82.407863,-12,8,4,5,0,fused
275,FALSE,FALSE,6033384644036,1468940895000,28.067326,-82.407833,-12,7.75,11,6,0,fused
276,FALSE,FALSE,6033384644036,1468940895000,28.067326,-82.407833,-12,7.75,11,6,0,fused
277,FALSE,FALSE,6034385940651,1468940896000,28.067379,-82.40782,-11,7,11,6,0,fused
278,FALSE,FALSE,6034385940651,1468940896000,28.067379,-82.40782,-11,7,11,6,0,fused
279,FALSE,FALSE,6035395025754,1468940897000,28.06744,-82.407815,-12,6.5,7.1,6,8,gps
280,FALSE,FALSE,6035395025754,1468940897000,28.06744,-82.407815,-12,6.5,7.1,6,8,gps
281,FALSE,FALSE,6035395025754,1468940897000,28.06744,-82.407815,-12,6.5,7.1,6,8,gps
282,FALSE,FALSE,6035395025754,1468940897000,28.06744,-82.407815,-12,6.5,7.1,6,8,gps
283,FALSE,FALSE,6036394747160,1468940898000,28.067492,-82.407819,-12,6,5,7,9,gps
284,FALSE,FALSE,6037391274244,1468940899000,28.067543,-82.407801,-12,5.75,9,7,0,fused
285,FALSE,FALSE,6037391274244,1468940899000,28.067543,-82.407801,-12,5.75,9,7,0,fused
286,FALSE,FALSE,6038391824712,1468940900000,28.06757,-82.40776,-12,4.75,24,6,0,fused
287,FALSE,FALSE,6038391824712,1468940900000,28.06757,-82.40776,-12,4.75,24,6,0,fused
288,FALSE,FALSE,6039393728826,1468940901000,28.067587,-82.407744,-14,4,52,6,0,fused
289,FALSE,FALSE,6039393728826,1468940901000,28.067587,-82.407744,-14,4,52,6,0,fused
290,FALSE,FALSE,6040385368408,1468940902000,28.0676,-82.4077,-14,3.75,68,6,10,gps
291,FALSE,FALSE,6041395233096,1468940903000,28.067594,-82.407674,-14,3.5,101,5,0,fused
292,FALSE,FALSE,6041395233096,1468940903000,28.067594,-82.407674,-14,3.5,101,5,0,fused
293,FALSE,FALSE,6042403539398,1468940904000,28.067583,-82.407628,-14,3,123,5,0,fused
294,FALSE,FALSE,6042403539398,1468940904000,28.067583,-82.407628,-14,3,123,5,0,fused
295,FALSE,FALSE,6043389001324,1468940905000,28.067565,-82.407613,-13,3.25,128,6,10,gps
296,FALSE,FALSE,6044402059449,1468940906000,28.067548,-82.407575,-12,3.75,122,6,0,fused
297,FALSE,FALSE,6044402059449,1468940906000,28.067548,-82.407575,-12,3.75,122,6,0,fused
298,FALSE,FALSE,6045394637677,1468940907000,28.067548,-82.407532,-12,3.5,112.400002,5,11,gps
299,FALSE,FALSE,6046391744292,1468940908000,28.06756,-82.407482,-15,3.75,95,4,0,fused
300,FALSE,FALSE,6046391744292,1468940908000,28.06756,-82.407482,-15,3.75,95,4,0,fused
301,FALSE,FALSE,6047389662678,1468940909000,28.067577,-82.407452,-15,3.75,78.900002,4,11,gps
302,FALSE,FALSE,6048400467781,1468940910000,28.067599,-82.407418,-15,4,58,4,0,fused
303,FALSE,FALSE,6048400467781,1468940910000,28.067599,-82.407418,-15,4,58,4,0,fused
304,FALSE,FALSE,6049391621791,1468940911000,28.067627,-82.407394,-14,4,40.200001,4,11,gps
305,FALSE,FALSE,6050390385593,1468940912000,28.067655,-82.407372,-15,4,41,5,11,gps
306,FALSE,FALSE,6050390385593,1468940912000,28.067655,-82.407372,-15,4,41,5,11,gps
307,FALSE,FALSE,6051395980644,1468940913000,28.067691,-82.407366,-15,4,20,5,0,fused
308,FALSE,FALSE,6051395980644,1468940913000,28.067691,-82.407366,-15,4,20,5,0,fused
309,FALSE,FALSE,6052388856634,1468940914000,28.067727,-82.40738,-15,4,354.700012,4,11,gps
310,FALSE,FALSE,6053389861581,1468940915000,28.067757,-82.407413,-16,4,331.799988,5,11,gps
311,FALSE,FALSE,6053389861581,1468940915000,28.067757,-82.407413,-16,4,331.799988,5,11,gps
312,FALSE,FALSE,6054390704029,1468940916000,28.067777,-82.407455,-17,4,309,5,0,fused
313,FALSE,FALSE,6054390704029,1468940916000,28.067777,-82.407455,-17,4,309,5,0,fused
314,FALSE,FALSE,6055402839810,1468940917000,28.067782,-82.407503,-15,4,289,5,0,fused
315,FALSE,FALSE,6055402839810,1468940917000,28.067782,-82.407503,-15,4,289,5,0,fused
316,FALSE,FALSE,6055402839810,1468940917000,28.067782,-82.407503,-15,4,289,5,0,fused
317,FALSE,FALSE,6055402839810,1468940917000,28.067782,-82.407503,-15,4,289,5,0,fused
318,FALSE,FALSE,6056387848351,1468940918000,28.067774,-82.407548,-14,4,269.399994,5,11,gps
319,FALSE,FALSE,6057389515486,1468940919000,28.067756,-82.40759,-14,4,253,4,0,fused
320,FALSE,FALSE,6057389515486,1468940919000,28.067756,-82.40759,-14,4,253,4,0,fused
321,FALSE,FALSE,6058390066944,1468940920000,28.067738,-82.40762,-15,3,246,5,0,fused
322,FALSE,FALSE,6058390066944,1468940920000,28.067738,-82.40762,-15,3,246,5,0,fused
323,FALSE,FALSE,6059387695797,1468940921000,28.067725,-82.407643,-15,2.25,245,4,11,gps
324,FALSE,FALSE,6060394243193,1468940922000,28.067719,-82.407653,-14,1,249,4,0,fused
325,FALSE,FALSE,6060394243193,1468940922000,28.067719,-82.407653,-14,1,249,4,0,fused
326,FALSE,FALSE,6061393295744,1468940923000,28.067714,-82.407655,-14,0.25,249.5,4,10,gps
327,FALSE,FALSE,6062391800015,1468940924000,28.067705,-82.407659,-14,0,0,4,11,gps
328,FALSE,FALSE,6062391800015,1468940924000,28.067705,-82.407659,-14,0,0,4,11,gps
329,FALSE,FALSE,6063396192306,1468940925000,28.0677,-82.407662,-14,0,0,4,0,fused
330,FALSE,FALSE,6063396192306,1468940925000,28.0677,-82.407662,-14,0,0,4,0,fused
331,FALSE,FALSE,6064391186420,1468940926000,28.067698,-82.407664,-14,0,0,4,11,gps
332,FALSE,FALSE,6065389298921,1468940927000,28.067697,-82.407666,-14,0,0,4,0,fused
333,FALSE,FALSE,6065389298921,1468940927000,28.067697,-82.407666,-14,0,0,4,0,fused
334,FALSE,FALSE,6066386078450,1468940928000,28.067698,-82.407668,-14,0,0,4,11,gps
335,FALSE,FALSE,6067390244388,1468940929000,28.067696,-82.407669,-14,0,0,4,0,fused
336,FALSE,FALSE,6067390244388,1468940929000,28.067696,-82.407669,-14,0,0,4,0,fused
337,FALSE,FALSE,6068389396732,1468940930000,28.067693,-82.407673,-14,0,0,3,11,gps
338,FALSE,FALSE,6069399807408,1468940931000,28.067692,-82.407675,-15,0,0,3.9,0,fused
339,FALSE,FALSE,6069399807408,1468940931000,28.067692,-82.407675,-15,0,0,3.9,0,fused
340,FALSE,FALSE,6070394043189,1468940932000,28.06769,-82.407677,-15,0,0,3,11,gps
341,FALSE,FALSE,6071389772460,1468940933000,28.06769,-82.407677,-15,0,0,3.9,0,fused
342,FALSE,FALSE,6071389772460,1468940933000,28.06769,-82.407677,-15,0,0,3.9,0,fused
343,FALSE,FALSE,6072385310219,1468940934000,28.067688,-82.407678,-15,0,0,3,11,gps
344,FALSE,FALSE,6073399841470,1468940935000,28.067686,-82.407679,-15,0,0,3.9,0,fused
345,FALSE,FALSE,6073399841470,1468940935000,28.067686,-82.407679,-15,0,0,3.9,0,fused
346,FALSE,FALSE,6074390762406,1468940936000,28.067685,-82.40768,-15,0,0,3,11,gps
347,FALSE,FALSE,6075388765792,1468940937000,28.067684,-82.407683,-15,0.25,249.5,3,11,gps
348,FALSE,FALSE,6075388765792,1468940937000,28.067684,-82.407683,-15,0.25,249.5,3,11,gps
349,FALSE,FALSE,6075643000000,1468940937005,28.06749,-82.407508,0,0,0,30,0,network
350,FALSE,FALSE,6076388747354,1468940938000,28.067681,-82.407694,-16,0.75,253.699997,3,11,gps
351,FALSE,FALSE,6076388747354,1468940938000,28.067681,-82.407694,-16,0.75,253.699997,3,11,gps
352,FALSE,FALSE,6077382356415,1468940939000,28.067676,-82.40771,-16,1.25,257.200012,3,10,gps
353,FALSE,FALSE,6078386842040,1468940940000,28.067665,-82.407748,-15,3.5,252,3.9,0,fused
354,FALSE,FALSE,6078386842040,1468940940000,28.067665,-82.407748,-15,3.5,252,3.9,0,fused
355,FALSE,FALSE,6079390582145,1468940941000,28.067643,-82.407793,-15,4.25,242,3.9,0,fused
356,FALSE,FALSE,6079390582145,1468940941000,28.067643,-82.407793,-15,4.25,242,3.9,0,fused
357,FALSE,FALSE,6080392095060,1468940942000,28.067612,-82.407836,-14,4.75,231,3.9,0,fused
358,FALSE,FALSE,6080392095060,1468940942000,28.067612,-82.407836,-14,4.75,231,3.9,0,fused
359,FALSE,FALSE,6081390031623,1468940943000,28.067569,-82.407874,-14,5.25,220.399994,4,10,gps
360,FALSE,FALSE,6082390878132,1468940944000,28.067485,-82.407899,-15,6.25,195.600006,3,10,gps
361,FALSE,FALSE,6082390878132,1468940944000,28.067485,-82.407899,-15,6.25,195.600006,3,10,gps
362,FALSE,FALSE,6083384670528,1468940945000,28.06742,-82.407911,-14,6.75,190.399994,4,10,gps
363,FALSE,FALSE,6084388395059,1468940946000,28.067355,-82.407921,-14,7,185,3.9,0,fused
364,FALSE,FALSE,6084388395059,1468940946000,28.067355,-82.407921,-14,7,185,3.9,0,fused
365,FALSE,FALSE,6085389449746,1468940947000,28.067293,-82.407911,-16,7,182,4,0,fused
366,FALSE,FALSE,6085389449746,1468940947000,28.067293,-82.407911,-16,7,182,4,0,fused
367,FALSE,FALSE,6086385394016,1468940948000,28.067221,-82.407915,-16,7.75,184.100006,4,10,gps
368,FALSE,FALSE,6087390363286,1468940949000,28.067156,-82.407894,-17,7.75,180,5,0,fused
369,FALSE,FALSE,6087390363286,1468940949000,28.067156,-82.407894,-17,7.75,180,5,0,fused
370,FALSE,FALSE,6088389413651,1468940950000,28.067078,-82.407899,-17,7.75,184.5,5,10,gps
371,FALSE,FALSE,6089387485005,1468940951000,28.067005,-82.407912,-15,7.75,186,4,0,fused
372,FALSE,FALSE,6089387485005,1468940951000,28.067005,-82.407912,-15,7.75,186,4,0,fused
373,FALSE,FALSE,6090388782817,1468940952000,28.06694,-82.407922,-16,7.75,186.600006,4,11,gps
374,FALSE,FALSE,6090388782817,1468940952000,28.06694,-82.407922,-16,7.75,186.600006,4,11,gps
375,FALSE,FALSE,6091391476983,1468940953000,28.066868,-82.407931,-17,7.75,183,4,0,fused
376,FALSE,FALSE,6091391476983,1468940953000,28.066868,-82.407931,-17,7.75,183,4,0,fused
377,FALSE,FALSE,6092397699743,1468940954000,28.066792,-82.407939,-17,7.75,181,3.9,0,fused
378,FALSE,FALSE,6092397699743,1468940954000,28.066792,-82.407939,-17,7.75,181,3.9,0,fused
379,FALSE,FALSE,6093389951201,1468940955000,28.06672,-82.407944,-17,8,183.600006,3,11,gps
380,FALSE,FALSE,6094392109170,1468940956000,28.066651,-82.407948,-18,8,184,3.9,0,fused
381,FALSE,FALSE,6094392109170,1468940956000,28.066651,-82.407948,-18,8,184,3.9,0,fused
382,FALSE,FALSE,6095388449377,1468940957000,28.06658,-82.407955,-19,8,186.100006,3,9,gps
383,FALSE,FALSE,6095648000000,1468940957010,28.06658,-82.407955,0,0,0,7.274,0,fused
384,FALSE,FALSE,6095648000000,1468940957010,28.06658,-82.407955,0,0,0,7.274,0,fused
385,FALSE,FALSE,6096396855314,1468940958000,28.06651,-82.407967,-17,8,187.300003,3,10,gps
386,FALSE,FALSE,6097389214950,1468940959000,28.066435,-82.407983,-17,8,187,3.9,0,fused
387,FALSE,FALSE,6097389214950,1468940959000,28.066435,-82.407983,-17,8,187,3.9,0,fused
388,FALSE,FALSE,6098391453230,1468940960000,28.066367,-82.407993,-16,7.75,187,3.9,0,fused
389,FALSE,FALSE,6098391453230,1468940960000,28.066367,-82.407993,-16,7.75,187,3.9,0,fused
390,FALSE,FALSE,6099392476303,1468940961000,28.066292,-82.408011,-15,7.5,187,3.9,0,fused
391,FALSE,FALSE,6099392476303,1468940961000,28.066292,-82.408011,-15,7.5,187,3.9,0,fused
392,FALSE,FALSE,6100392368282,1468940962000,28.066224,-82.408026,-16,7.25,186,3.9,0,fused
393,FALSE,FALSE,6100392368282,1468940962000,28.066224,-82.408026,-16,7.25,186,3.9,0,fused
394,FALSE,FALSE,6101384792240,1468940963000,28.066162,-82.40803,-15,7,186.800003,3,10,gps
395,FALSE,FALSE,6102389609792,1468940964000,28.066102,-82.408034,-15,6.75,182,3.9,0,fused
396,FALSE,FALSE,6102389609792,1468940964000,28.066102,-82.408034,-15,6.75,182,3.9,0,fused
397,FALSE,FALSE,6103390287656,1468940965000,28.066044,-82.408038,-15,6.25,181,3.9,0,fused
398,FALSE,FALSE,6103390287656,1468940965000,28.066044,-82.408038,-15,6.25,181,3.9,0,fused
399,FALSE,FALSE,6104391289895,1468940966000,28.065994,-82.408041,-15,5.5,181,3.9,0,fused
400,FALSE,FALSE,6104391289895,1468940966000,28.065994,-82.408041,-15,5.5,181,3.9,0,fused
401,FALSE,FALSE,6105387579634,1468940967000,28.065959,-82.408041,-15,4,181.399994,3,11,gps
402,FALSE,FALSE,6106387440050,1468940968000,28.06594,-82.408035,-16,2.75,181,3.9,0,fused
403,FALSE,FALSE,6106387440050,1468940968000,28.06594,-82.408035,-16,2.75,181,3.9,0,fused
404,FALSE,FALSE,6107392885936,1468940969000,28.06593,-82.408037,-16,1.25,180,3.9,0,fused
405,FALSE,FALSE,6107392885936,1468940969000,28.06593,-82.408037,-16,1.25,180,3.9,0,fused
406,FALSE,FALSE,6108387221663,1468940970000,28.065922,-82.408044,-15,0.5,180.399994,4,11,gps
407,FALSE,FALSE,6109389832758,1468940971000,28.065922,-82.408055,-15,0,0,3,11,gps
408,FALSE,FALSE,6109389832758,1468940971000,28.065922,-82.408055,-15,0,0,3,11,gps
409,FALSE,FALSE,6110391580987,1468940972000,28.065924,-82.408058,-16,0,0,3.9,0,fused
410,FALSE,FALSE,6110391580987,1468940972000,28.065924,-82.408058,-16,0,0,3.9,0,fused
411,FALSE,FALSE,6111409448903,1468940973000,28.065922,-82.408061,-15,0,0,3,11,gps
412,FALSE,FALSE,6111409448903,1468940973000,28.065922,-82.408061,-15,0,0,3,11,gps
413,FALSE,FALSE,6112391066246,1468940974000,28.065919,-82.40806,-15,0,0,3,11,gps
414,FALSE,FALSE,6113393987652,1468940975000,28.065918,-82.408062,-14,0,0,3.9,0,fused
415,FALSE,FALSE,6113393987652,1468940975000,28.065918,-82.408062,-14,0,0,3.9,0,fused
416,FALSE,FALSE,6114389573225,1468940976000,28.065917,-82.408063,-14,0,0,3,11,gps
417,FALSE,FALSE,6115393295724,1468940977000,28.065916,-82.408066,-13,0,0,3.9,0,fused
418,FALSE,FALSE,6115393295724,1468940977000,28.065916,-82.408066,-13,0,0,3.9,0,fused
419,FALSE,FALSE,6115643000000,1468940977005,28.066018,-82.407538,0,0,0,27,0,network
420,FALSE,FALSE,6116391161453,1468940978000,28.065916,-82.408068,-13,0,0,3,11,gps
421,FALSE,FALSE,6117404357286,1468940979000,28.065915,-82.408068,-13,0,0,3.9,0,fused
422,FALSE,FALSE,6117404357286,1468940979000,28.065915,-82.408068,-13,0,0,3.9,0,fused
423,FALSE,FALSE,6118398904109,1468940980000,28.065914,-82.408066,-13,0,0,3,11,gps
424,FALSE,FALSE,6119383684212,1468940981000,28.065913,-82.408066,-13,0,0,3.9,0,fused
425,FALSE,FALSE,6119383684212,1468940981000,28.065913,-82.408066,-13,0,0,3.9,0,fused
426,FALSE,FALSE,6120390248118,1468940982000,28.065912,-82.408066,-13,0,0,3,11,gps
427,FALSE,FALSE,6120390248118,1468940982000,28.065912,-82.408066,-13,0,0,3,11,gps
428,FALSE,FALSE,6121392133483,1468940983000,28.065912,-82.408066,-13,0,0,3.9,0,fused
429,FALSE,FALSE,6121392133483,1468940983000,28.065912,-82.408066,-13,0,0,3.9,0,fused
430,FALSE,FALSE,6122388364940,1468940984000,28.065912,-82.408066,-13,0,0,3,10,gps
431,FALSE,FALSE,6123393912127,1468940985000,28.065912,-82.408066,-13,0,0,3.9,0,fused
432,FALSE,FALSE,6123393912127,1468940985000,28.065912,-82.408066,-13,0,0,3.9,0,fused
433,FALSE,FALSE,6124389714575,1468940986000,28.065912,-82.408066,-13,0,0,3,10,gps
434,FALSE,FALSE,6125394044991,1468940987000,28.065912,-82.408066,-13,0,0,3.9,0,fused
435,FALSE,FALSE,6125394044991,1468940987000,28.065912,-82.408066,-13,0,0,3.9,0,fused
436,FALSE,FALSE,6126392221918,1468940988000,28.065912,-82.408066,-13,0,0,3,9,gps
437,FALSE,FALSE,6127390913792,1468940989000,28.065912,-82.408066,-13,0,0,3,9,gps
438,FALSE,FALSE,6127390913792,1468940989000,28.065912,-82.408066,-13,0,0,3,9,gps
439,FALSE,FALSE,6128393192855,1468940990000,28.065912,-82.408065,-13,0,0,3.9,0,fused
440,FALSE,FALSE,6128393192855,1468940990000,28.065912,-82.408065,-13,0,0,3.9,0,fused
441,FALSE,FALSE,6129399085042,1468940991000,28.065912,-82.408065,-13,0,0,3.9,0,fused
442,FALSE,FALSE,6129399085042,1468940991000,28.065912,-82.408065,-13,0,0,3.9,0,fused
443,FALSE,FALSE,6130388621239,1468940992000,28.065911,-82.408065,-13,0,0,3,10,gps
444,FALSE,FALSE,6131391055510,1468940993000,28.065911,-82.408065,-13,0,0,3.9,0,fused
445,FALSE,FALSE,6131391055510,1468940993000,28.065911,-82.408065,-13,0,0,3.9,0,fused
446,FALSE,FALSE,6132388333113,1468940994000,28.065911,-82.408065,-13,0,0,3,10,gps
447,FALSE,FALSE,6133392600248,1468940995000,28.065911,-82.408065,-13,0,0,3.9,0,fused
448,FALSE,FALSE,6133392600248,1468940995000,28.065911,-82.408065,-13,0,0,3.9,0,fused
449,FALSE,FALSE,6134393110405,1468940996000,28.065911,-82.408065,-13,0,0,3,10,gps
450,FALSE,FALSE,6134393110405,1468940996000,28.065911,-82.408065,-13,0,0,3,10,gps
451,FALSE,FALSE,6135391537175,1468940997000,28.065911,-82.408065,-13,0,0,3,10,gps
452,FALSE,FALSE,6135391537175,1468940997000,28.065911,-82.408065,-13,0,0,3,10,gps
453,FALSE,FALSE,6136397639049,1468940998000,28.065911,-82.408065,-13,0,0,3.9,0,fused
454,FALSE,FALSE,6136397639049,1468940998000,28.065911,-82.408065,-13,0,0,3.9,0,fused
455,FALSE,FALSE,6137400396965,1468940999000,28.065911,-82.408065,-13,0,0,3,11,gps
456,FALSE,FALSE,6137400396965,1468940999000,28.065911,-82.408065,-13,0,0,3,11,gps
457,FALSE,FALSE,6138395192903,1468941000000,28.065911,-82.408065,-13,0,0,3,11,gps
458,FALSE,FALSE,6139387762381,1468941001000,28.065911,-82.408064,-13,0,0,3,11,gps
459,FALSE,FALSE,6139387762381,1468941001000,28.065911,-82.408064,-13,0,0,3,11,gps
460,FALSE,FALSE,6140387313474,1468941002000,28.065911,-82.408064,-13,0,0,3.9,0,fused
461,FALSE,FALSE,6140387313474,1468941002000,28.065911,-82.408064,-13,0,0,3.9,0,fused
462,FALSE,FALSE,6141388695350,1468941003000,28.065911,-82.408064,-13,0,0,3,11,gps
463,FALSE,FALSE,6141388695350,1468941003000,28.065911,-82.408064,-13,0,0,3,11,gps
464,FALSE,FALSE,6142389352797,1468941004000,28.065911,-82.408064,-13,0,0,3,11,gps
465,FALSE,FALSE,6142389352797,1468941004000,28.065911,-82.408064,-13,0,0,3,11,gps
466,FALSE,FALSE,6143386792640,1468941005000,28.065911,-82.408064,-13,0,0,3,11,gps
467,FALSE,FALSE,6144390798474,1468941006000,28.065912,-82.408064,-13,0,0,3.9,0,fused
468,FALSE,FALSE,6144390798474,1468941006000,28.065912,-82.408064,-13,0,0,3.9,0,fused
469,FALSE,FALSE,6145398160817,1468941007000,28.065912,-82.408064,-13,0,0,3.9,0,fused
470,FALSE,FALSE,6145398160817,1468941007000,28.065912,-82.408064,-13,0,0,3.9,0,fused
471,FALSE,FALSE,6146395757274,1468941008000,28.065912,-82.408064,-13,0,0,4,11,gps
472,FALSE,FALSE,6147392546493,1468941009000,28.065912,-82.408064,-13,0,0,4,11,gps
473,FALSE,FALSE,6147392546493,1468941009000,28.065912,-82.408064,-13,0,0,4,11,gps
474,FALSE,FALSE,6148389533055,1468941010000,28.065912,-82.408064,-13,0,0,4,11,gps
475,FALSE,FALSE,6149389710816,1468941011000,28.065912,-82.408064,-13,0,0,4,0,fused
476,FALSE,FALSE,6149389710816,1468941011000,28.065912,-82.408064,-13,0,0,4,0,fused
477,FALSE,FALSE,6150390588783,1468941012000,28.065911,-82.408064,-13,0,0,4,0,fused
478,FALSE,FALSE,6150390588783,1468941012000,28.065911,-82.408064,-13,0,0,4,0,fused
479,FALSE,FALSE,6151386848054,1468941013000,28.065889,-82.408047,-12,1,180.199997,3,11,gps
480,FALSE,FALSE,6152388763419,1468941014000,28.065866,-82.408049,-11,2.25,181,3.9,0,fused
481,FALSE,FALSE,6152388763419,1468941014000,28.065866,-82.408049,-11,2.25,181,3.9,0,fused
482,FALSE,FALSE,6153388042637,1468941015000,28.065835,-82.408043,-11,2.75,182.899994,4,11,gps
483,FALSE,FALSE,6153388042637,1468941015000,28.065835,-82.408043,-11,2.75,182.899994,4,11,gps
484,FALSE,FALSE,6154392301699,1468941016000,28.06581,-82.408044,-9,3.25,181,4,0,fused
485,FALSE,FALSE,6154392301699,1468941016000,28.06581,-82.408044,-9,3.25,181,4,0,fused
486,FALSE,FALSE,6155390390605,1468941017000,28.065775,-82.40804,-9,3.75,173.699997,4,11,gps
487,FALSE,FALSE,6155390390605,1468941017000,28.065775,-82.40804,-9,3.75,173.699997,4,11,gps
488,FALSE,FALSE,6156390177948,1468941018000,28.065739,-82.408005,-10,4.25,146.699997,3,11,gps
489,FALSE,FALSE,6156390177948,1468941018000,28.065739,-82.408005,-10,4.25,146.699997,3,11,gps
490,FALSE,FALSE,6157390825500,1468941019000,28.065713,-82.407961,-9,4.5,129.800003,3,11,gps
491,FALSE,FALSE,6157390825500,1468941019000,28.065713,-82.407961,-9,4.5,129.800003,3,11,gps
492,FALSE,FALSE,6158389786385,1468941020000,28.065697,-82.407901,-9,5.75,112.699997,3,11,gps
493,FALSE,FALSE,6159388928676,1468941021000,28.06569,-82.407826,-8,6.25,99,3,11,gps
494,FALSE,FALSE,6159388928676,1468941021000,28.06569,-82.407826,-8,6.25,99,3,11,gps
495,FALSE,FALSE,6160382626332,1468941022000,28.065685,-82.407766,-8,6.5,93.300003,4,11,gps
496,FALSE,FALSE,6161382047894,1468941023000,28.065683,-82.40769,-8,7,90,4,0,fused
497,FALSE,FALSE,6161382047894,1468941023000,28.065683,-82.40769,-8,7,90,4,0,fused
498,FALSE,FALSE,6162382790862,1468941024000,28.065691,-82.407618,-8,7.5,90,3.9,0,fused
499,FALSE,FALSE,6162382790862,1468941024000,28.065691,-82.407618,-8,7.5,90,3.9,0,fused
500,FALSE,FALSE,6163387319141,1468941025000,28.065696,-82.407524,-7,8,89.5,3,11,gps
501,FALSE,FALSE,6163387319141,1468941025000,28.065696,-82.407524,-7,8,89.5,3,11,gps
502,FALSE,FALSE,6164387068517,1468941026000,28.065698,-82.407436,-7,8.5,89,3.9,0,fused
503,FALSE,FALSE,6164387068517,1468941026000,28.065698,-82.407436,-7,8.5,89,3.9,0,fused
504,FALSE,FALSE,6165386532736,1468941027000,28.065702,-82.407349,-9,8.75,89.199997,3,11,gps
505,FALSE,FALSE,6166387573673,1468941028000,28.065698,-82.407266,-9,8.5,90.099998,3,11,gps
506,FALSE,FALSE,6166387573673,1468941028000,28.065698,-82.407266,-9,8.5,90.099998,3,11,gps
507,FALSE,FALSE,6167386933516,1468941029000,28.065694,-82.407174,-10,9,89.5,3,11,gps
508,FALSE,FALSE,6168385618777,1468941030000,28.065694,-82.407083,-11,9.25,89,3.9,0,fused
509,FALSE,FALSE,6168385618777,1468941030000,28.065694,-82.407083,-11,9.25,89,3.9,0,fused
510,FALSE,FALSE,6169385763047,1468941031000,28.065699,-82.406989,-12,9.25,89.400002,3,11,gps
511,FALSE,FALSE,6169385763047,1468941031000,28.065699,-82.406989,-12,9.25,89.400002,3,11,gps
512,FALSE,FALSE,6170388771068,1468941032000,28.065698,-82.406893,-13,9.5,89,3.9,0,fused
513,FALSE,FALSE,6170388771068,1468941032000,28.065698,-82.406893,-13,9.5,89,3.9,0,fused
514,FALSE,FALSE,6171389689192,1468941033000,28.0657,-82.40679,-14,10,89,3.9,0,fused
515,FALSE,FALSE,6171389689192,1468941033000,28.0657,-82.40679,-14,10,89,3.9,0,fused
516,FALSE,FALSE,6172388451223,1468941034000,28.065695,-82.40669,-15,10,89.400002,3,11,gps
517,FALSE,FALSE,6173384057004,1468941035000,28.065693,-82.406584,-15,10.25,89.699997,3,11,gps
518,FALSE,FALSE,6173384057004,1468941035000,28.065693,-82.406584,-15,10.25,89.699997,3,11,gps
519,FALSE,FALSE,6174386674139,1468941036000,28.065697,-82.406477,-15,10.5,89.699997,3,11,gps
520,FALSE,FALSE,6174386674139,1468941036000,28.065697,-82.406477,-15,10.5,89.699997,3,11,gps
521,FALSE,FALSE,6175386212420,1468941037000,28.065705,-82.406358,-15,10.75,90,4,11,gps
522,FALSE,FALSE,6175386212420,1468941037000,28.065705,-82.406358,-15,10.75,90,4,11,gps
523,FALSE,FALSE,6175386212420,1468941037000,28.065705,-82.406358,-15,10.75,90,4,11,gps
524,FALSE,FALSE,6176389785441,1468941038000,28.065707,-82.406256,-15,10.5,90,4,0,fused
525,FALSE,FALSE,6176389785441,1468941038000,28.065707,-82.406256,-15,10.5,90,4,0,fused
526,FALSE,FALSE,6177400636013,1468941039000,28.065715,-82.406148,-17,10.25,90,3.9,0,fused
527,FALSE,FALSE,6177400636013,1468941039000,28.065715,-82.406148,-17,10.25,90,3.9,0,fused
528,FALSE,FALSE,6178399010440,1468941040000,28.065716,-82.406033,-18,10,89.699997,4,11,gps
529,FALSE,FALSE,6179405507574,1468941041000,28.065716,-82.405932,-18,10,89,4,0,fused
530,FALSE,FALSE,6179405507574,1468941041000,28.065716,-82.405932,-18,10,89,4,0,fused
531,FALSE,FALSE,6180403882730,1468941042000,28.065722,-82.405849,-19,9.75,89.5,4,11,gps
532,FALSE,FALSE,6181398605595,1468941043000,28.065722,-82.405746,-20,9.25,90,4,0,fused
533,FALSE,FALSE,6181398605595,1468941043000,28.065722,-82.405746,-20,9.25,90,4,0,fused
534,FALSE,FALSE,6182390309657,1468941044000,28.065716,-82.405651,-20,9.25,91.400002,4,11,gps
535,FALSE,FALSE,6183391866375,1468941045000,28.065712,-82.40555,-20,9.5,90,4,0,fused
536,FALSE,FALSE,6183391866375,1468941045000,28.065712,-82.40555,-20,9.5,90,4,0,fused
537,FALSE,FALSE,6184393368770,1468941046000,28.065714,-82.405448,-20,9.75,89,4,0,fused
538,FALSE,FALSE,6184393368770,1468941046000,28.065714,-82.405448,-20,9.75,89,4,0,fused
539,FALSE,FALSE,6185383832676,1468941047000,28.065713,-82.405353,-20,9.5,87.599998,4,10,gps
540,FALSE,FALSE,6186411923406,1468941048000,28.06572,-82.405255,-20,9.5,85,3.9,0,fused
541,FALSE,FALSE,6186411923406,1468941048000,28.06572,-82.405255,-20,9.5,85,3.9,0,fused
